ZIP,month,time
10007.0,4,163.18408960573475
10007.0,5,204.24820135052178
10007.0,6,106.71977777777778
10007.0,7,98.94550016784156
10007.0,8,182.28416296296297
10007.0,9,191.46109147025814
10009.0,1,33.83202965423896
10009.0,2,65.18236168622039
10009.0,3,64.16600427350429
10009.0,4,44.36546948356807
10009.0,5,69.18721359441818
10009.0,6,101.01189962121212
10009.0,7,121.73918648123224
10009.0,8,79.82964834870972
10009.0,9,112.7754086615434
10010.0,1,47.699197235513026
10010.0,2,80.47238067292645
10010.0,3,78.62656700937951
10010.0,4,84.10426349552166
10010.0,5,209.7276806763285
10010.0,6,100.2240943084693
10010.0,7,112.87578406531533
10010.0,8,113.85963469096106
10010.0,9,130.67179343202315
10011.0,1,41.79440476190476
10011.0,2,76.69357142857143
10011.0,3,92.57149043830263
10011.0,4,108.22687853857042
10011.0,5,148.29849385652003
10011.0,6,161.84638456549936
10011.0,7,159.30912685868165
10011.0,8,136.99857130404465
10011.0,9,115.0631125288805
10012.0,1,39.32043341980112
10012.0,2,58.247146788990825
10012.0,3,91.29415791316526
10012.0,4,119.22926533090468
10012.0,5,161.6306360332295
10012.0,6,159.06465088956026
10012.0,7,131.89862885154062
10012.0,8,152.8606229546517
10012.0,9,191.99544692527436
10013.0,1,44.374048903272204
10013.0,2,61.250341770951835
10013.0,3,108.19929656598346
10013.0,4,108.15659702660408
10013.0,5,90.76352772843893
10013.0,6,161.32513646076148
10013.0,7,107.38606880058867
10013.0,8,110.58002594627594
10013.0,9,94.88133067198935
10014.0,1,56.30108933333333
10014.0,2,66.5603460762743
10014.0,3,109.59569538926682
10014.0,4,129.3068634596696
10014.0,5,105.37296021840875
10014.0,6,142.25889136658958
10014.0,7,113.59534557438795
10014.0,8,152.66274525110592
10014.0,9,207.08743263972255
10016.0,1,37.27731919293539
10016.0,2,54.013658201058206
10016.0,3,70.86947985705002
10016.0,4,87.30460165484634
10016.0,5,179.32382073928687
10016.0,6,164.61476194389655
10016.0,7,116.85097903885482
10016.0,8,128.19958890030833
10016.0,9,188.55272038567495
10017.0,1,43.71908174097664
10017.0,2,58.64692789968652
10017.0,3,108.8930078125
10017.0,4,243.17257320497393
10017.0,5,315.57511735900033
10017.0,6,183.97149428684006
10017.0,7,173.37948692810457
10017.0,8,167.64945149911816
10017.0,9,173.2116255144033
10018.0,1,41.8357272563826
10018.0,2,46.86102163961714
10018.0,3,127.5911513994911
10018.0,4,126.41160677879714
10018.0,5,356.7928396188159
10018.0,6,169.51317953546766
10018.0,7,73.98317948717948
10018.0,8,75.58409569035948
10018.0,9,90.79111057794839
10019.0,1,45.884729622040076
10019.0,2,62.16069608193403
10019.0,3,81.89041539032766
10019.0,4,137.20146784006954
10019.0,5,59.37458652618135
10019.0,6,181.71409119839973
10019.0,7,91.68162662247997
10019.0,8,86.1239192807957
10019.0,9,100.46734178224135
10020.0,1,41.174
10020.0,2,95.55180555555556
10020.0,3,35.18086805555556
10020.0,4,0.5025000000000001
10020.0,5,489.4053333333333
10020.0,6,517.8622569444444
10020.0,7,65.45677777777777
10020.0,8,78.29194444444444
10020.0,9,11.679242424242425
10021.0,1,45.399605221267116
10021.0,2,95.0557485380117
10021.0,3,92.96554539295393
10021.0,4,120.12870673952641
10021.0,5,124.71801140544517
10021.0,6,180.8698344370861
10021.0,7,156.15071992864424
10021.0,8,150.66253848306746
10021.0,9,303.29344488770687
10022.0,1,40.26444863731656
10022.0,2,74.3505694980695
10022.0,3,93.81275985663082
10022.0,4,218.31591059027778
10022.0,5,198.6851268498943
10022.0,6,196.14410375346554
10022.0,7,125.64541695185945
10022.0,8,175.72544391025642
10022.0,9,157.40453439153438
10023.0,1,39.388411319073086
10023.0,2,65.99008358283433
10023.0,3,94.40454910292729
10023.0,4,112.88461538461539
10023.0,5,98.92792178362573
10023.0,6,125.54091860761105
10023.0,7,87.09863338424334
10023.0,8,94.36865989017409
10023.0,9,137.99017596009293
10024.0,1,43.2184188034188
10024.0,2,78.67232500736812
10024.0,3,98.18419009884117
10024.0,4,103.49915553700612
10024.0,5,93.80941472045293
10024.0,6,157.851693583118
10024.0,7,146.00963748164463
10024.0,8,122.89451425247238
10024.0,9,91.0469952944748
10025.0,1,50.55494268077601
10025.0,2,85.33791707798618
10025.0,3,85.69634154040405
10025.0,4,97.80254951690821
10025.0,5,57.27106689799269
10025.0,6,163.21714999738316
10025.0,7,135.6142482605265
10025.0,8,151.48569400520066
10025.0,9,102.30917505822715
10026.0,1,32.92122321701867
10026.0,2,82.99599494170096
10026.0,3,80.5380213719407
10026.0,4,49.1344871304791
10026.0,5,42.705364374163324
10026.0,6,83.67978599591468
10026.0,7,95.20654617604619
10026.0,8,118.1879441015089
10026.0,9,71.26103402525864
10027.0,1,46.30176267281106
10027.0,2,62.49324275934702
10027.0,3,95.26777118027118
10027.0,4,51.568666805903646
10027.0,5,73.99076440742868
10027.0,6,98.59831876724931
10027.0,7,142.81904263220437
10027.0,8,149.16722500132337
10027.0,9,110.54691932430465
10028.0,1,49.02179810929811
10028.0,2,101.30306286549707
10028.0,3,102.33701946924603
10028.0,4,88.87878077798469
10028.0,5,43.18306769147789
10028.0,6,102.04291982323232
10028.0,7,109.82635562632696
10028.0,8,95.35707064471879
10028.0,9,182.54479777777777
10029.0,1,38.87210282169521
10029.0,2,70.76929381660864
10029.0,3,64.1167101937658
10029.0,4,54.18690754492116
10029.0,5,55.303418451400326
10029.0,6,85.62383491311216
10029.0,7,119.55532721598003
10029.0,8,95.43280338541668
10029.0,9,129.15151552048835
10030.0,1,54.3564634895559
10030.0,2,67.10416339869282
10030.0,3,90.39191549040898
10030.0,4,32.8365184144819
10030.0,5,68.6628190261913
10030.0,6,105.92215865712338
10030.0,7,224.6874654519113
10030.0,8,166.30957874807714
10030.0,9,188.63815946245498
10031.0,1,46.021208920187796
10031.0,2,79.60520913948774
10031.0,3,74.63038570541191
10031.0,4,36.49370701281187
10031.0,5,69.93960619428361
10031.0,6,109.21681395580615
10031.0,7,97.69897791688402
10031.0,8,110.03074160299269
10031.0,9,103.16291087753211
10032.0,1,36.80471718366632
10032.0,2,75.49266103728313
10032.0,3,68.63809757236228
10032.0,4,44.6676433889707
10032.0,5,61.004542504334786
10032.0,6,77.21293610523843
10032.0,7,75.79876024531025
10032.0,8,73.2197350218696
10032.0,9,174.51722130546386
10033.0,1,42.830672236627294
10033.0,2,79.70780970336853
10033.0,3,77.64817961711712
10033.0,4,52.71972367149759
10033.0,5,54.680074505001016
10033.0,6,137.01005842741137
10033.0,7,101.61154541718044
10033.0,8,78.02719881474266
10033.0,9,185.33040870695254
10034.0,1,35.534588315000796
10034.0,2,64.45771162033559
10034.0,3,89.25426786888326
10034.0,4,56.7952098085497
10034.0,5,31.545618984334098
10034.0,6,70.45962865026442
10034.0,7,55.56180905248434
10034.0,8,41.902071039966515
10034.0,9,93.02106095679012
10035.0,1,44.9397989708704
10035.0,2,77.63276423902894
10035.0,3,83.71976580263757
10035.0,4,79.88106789348947
10035.0,5,97.68904975208474
10035.0,6,170.1541434863236
10035.0,7,161.83248551869406
10035.0,8,112.1672371031746
10035.0,9,113.5839945226917
10036.0,1,46.88417806267806
10036.0,2,82.90888996138996
10036.0,3,140.5237140105434
10036.0,4,198.4419076305221
10036.0,5,140.75454215736474
10036.0,6,158.25973408989765
10036.0,7,86.72076209859792
10036.0,8,135.05665308165308
10036.0,9,119.77906540968343
10037.0,1,56.842459435626104
10037.0,2,52.58773006785411
10037.0,3,71.53520909311938
10037.0,4,36.484234892787526
10037.0,5,31.46561346220829
10037.0,6,99.41043884932745
10037.0,7,157.38547156862748
10037.0,8,150.2310316951567
10037.0,9,76.97653414195867
10038.0,1,16.063015389082462
10038.0,2,37.05736950400693
10038.0,3,70.72824572127139
10038.0,4,86.2540963648834
10038.0,5,51.87250974658869
10038.0,6,121.48011159107271
10038.0,7,98.45676787252368
10038.0,8,88.29503881278539
10038.0,9,141.4999105607155
10039.0,1,43.457738169689385
10039.0,2,118.08397384497901
10039.0,3,90.27458353260003
10039.0,4,41.03036846405229
10039.0,5,61.15043224452315
10039.0,6,156.74005739415622
10039.0,7,144.20133825417201
10039.0,8,146.65531334853915
10039.0,9,121.95479282132489
10040.0,1,32.503896982646985
10040.0,2,56.97777143029864
10040.0,3,55.7150588396278
10040.0,4,34.67590031520883
10040.0,5,26.257689352234152
10040.0,6,69.86248149052152
10040.0,7,37.53016876269502
10040.0,8,52.47802194058327
10040.0,9,140.4225466058764
10041.0,1,1.4405555555555556
10041.0,3,514.0544444444445
10041.0,4,0.055
10041.0,6,9.688611111111111
10041.0,7,116.81048611111112
10041.0,8,25.04652777777778
10041.0,9,11.008
10044.0,1,50.759503968253966
10044.0,2,36.10912698412698
10044.0,3,120.44786324786325
10044.0,4,27.296881313131312
10044.0,5,42.007312091503266
10044.0,6,178.30223995271865
10044.0,7,89.5129475308642
10044.0,8,122.10286111111112
10044.0,9,233.96890350877192
10045.0,1,35.85861111111111
10045.0,2,1.5197222222222222
10045.0,3,288.0002777777778
10045.0,4,0.15694444444444444
10045.0,5,1.0094444444444444
10045.0,9,306.90037037037035
10048.0,8,0.2086111111111111
10048.0,9,7.65
10055.0,3,166.79861111111111
10055.0,9,230.31333333333333
10065.0,1,43.79549505794138
10065.0,2,86.37833647206529
10065.0,3,90.90164741474148
10065.0,4,135.44710778885198
10065.0,5,128.18317386831276
10065.0,6,177.73899686778765
10065.0,7,95.00226621049201
10065.0,8,141.914035161744
10065.0,9,141.2752260802469
10069.0,1,54.76538888888889
10069.0,2,109.53324074074074
10069.0,3,107.49966666666667
10069.0,4,42.59236714975845
10069.0,5,62.19456481481481
10069.0,6,157.75904320987655
10069.0,7,77.8011111111111
10069.0,8,131.00881944444444
10069.0,9,63.974951690821264
10075.0,1,54.81047654320988
10075.0,2,138.42413276836157
10075.0,3,113.9348223874432
10075.0,4,97.42559656084656
10075.0,5,363.825675253708
10075.0,6,191.21689415708815
10075.0,7,185.95794459338697
10075.0,8,186.05961049610497
10075.0,9,214.81493348982787
10103.0,1,0.7603703703703704
10103.0,2,28.5043253968254
10103.0,3,0.35944444444444446
10103.0,4,1694.8216666666667
10103.0,5,0.021111111111111112
10103.0,8,31.811759259259258
10103.0,9,2.7198611111111113
10105.0,1,103.34796296296297
10105.0,3,44.496944444444445
10105.0,4,0.12472222222222222
10105.0,5,2.05375
10105.0,6,2159.318888888889
10105.0,7,69.4225
10105.0,8,0.7172222222222222
10105.0,9,4.6752777777777785
10106.0,2,1.3
10106.0,3,60.31666666666666
10106.0,4,0.6466666666666666
10107.0,3,23.487142857142857
10107.0,5,21.411527777777778
10107.0,8,2.859583333333333
10110.0,1,12.721666666666666
10110.0,2,90.08972222222222
10110.0,4,1243.0841666666668
10110.0,7,2.3223611111111113
10111.0,3,1.2661111111111112
10111.0,4,360.8675694444445
10111.0,5,0.0575
10111.0,7,3.5005555555555556
10111.0,8,995.7411111111111
10112.0,2,0.15305555555555556
10112.0,3,816.3588888888889
10112.0,4,43.39333333333334
10112.0,6,24.920277777777777
10112.0,7,2.069166666666667
10112.0,8,425.5566666666667
10112.0,9,219.13722222222225
10115.0,3,171.98694444444445
10115.0,5,352.6045833333334
10115.0,7,121.61666666666666
10115.0,8,388.25444444444446
10118.0,1,100.93061111111112
10118.0,2,40.20291666666667
10118.0,3,30.24361111111111
10118.0,4,2122.947222222222
10118.0,6,635.2755555555556
10118.0,7,30.953611111111112
10118.0,8,34.76833333333333
10119.0,1,125.47236111111111
10119.0,2,20.524675925925926
10119.0,3,22.578125000000004
10119.0,4,871.3844444444445
10119.0,5,7.911277777777778
10119.0,6,1.2499259259259259
10119.0,7,3.4039619883040935
10119.0,8,4.076319444444445
10119.0,9,7.605194444444443
10120.0,1,5.689259259259259
10120.0,2,10.325000000000001
10120.0,3,78.9462962962963
10120.0,4,3.267638888888889
10120.0,5,841.4775925925925
10120.0,6,0.22231481481481483
10120.0,7,89.67595238095238
10120.0,8,106.00523809523811
10121.0,1,21.798503086419753
10121.0,2,159.3645061728395
10121.0,3,580.9668434343434
10121.0,4,852.4335515873016
10121.0,5,856.5087500000001
10121.0,6,697.8670634920634
10121.0,7,13.785555555555554
10121.0,8,201.836875
10121.0,9,132.13179487179488
10122.0,2,0.7341666666666666
10122.0,3,89.16388888888889
10122.0,5,1151.4431944444443
10122.0,7,39.75777777777778
10123.0,1,6.735722222222222
10123.0,2,3.009097222222222
10123.0,4,0.05333333333333334
10123.0,6,1.7075
10123.0,7,6.48125
10123.0,8,0.19
10123.0,9,0.6615277777777777
10128.0,1,52.33864635603345
10128.0,2,97.05039922770304
10128.0,3,93.89991561844865
10128.0,4,88.38825867752568
10128.0,5,68.30290867461552
10128.0,6,180.4554613821138
10128.0,7,133.9083973374296
10128.0,8,165.6682355028386
10128.0,9,165.94465534979423
10151.0,1,2.854722222222222
10151.0,7,0.2922222222222222
10151.0,8,0.24481481481481482
10151.0,9,2.2670833333333333
10152.0,1,16.92888888888889
10152.0,2,22.036527777777778
10152.0,3,168.00027777777777
10152.0,6,2228.199722222222
10152.0,9,11.367777777777778
10153.0,6,48.755
10153.0,7,65.66769841269841
10153.0,8,0.19111111111111112
10154.0,1,3.1352777777777776
10154.0,3,33.675370370370366
10154.0,6,757.9572222222223
10154.0,7,550.7473611111111
10154.0,8,33.17157407407408
10154.0,9,0.5769444444444445
10155.0,1,4.200555555555556
10155.0,3,35.92625
10155.0,4,761.0448611111111
10155.0,6,1.6047222222222222
10155.0,8,0.6133333333333333
10158.0,3,24.0
10158.0,4,1570.8972222222221
10158.0,8,0.07111111111111111
10162.0,1,14.369305555555556
10162.0,3,10.61088888888889
10162.0,4,0.44125000000000003
10162.0,5,18.494027777777777
10162.0,6,0.2689814814814815
10162.0,7,49.494880952380946
10162.0,8,27.00787037037037
10162.0,9,0.15555555555555556
10165.0,1,2.1827777777777775
10165.0,2,359.0779166666667
10165.0,4,0.5296296296296297
10165.0,6,971.1036111111111
10165.0,7,63.98833333333334
10165.0,8,15.597962962962965
10166.0,1,0.44055555555555553
10166.0,5,0.04027777777777778
10167.0,7,2.4780555555555557
10168.0,1,2.6275
10168.0,2,259.841875
10168.0,3,102.35388888888889
10168.0,4,221.72462962962962
10168.0,5,1087.7504166666665
10168.0,6,0.3711111111111111
10168.0,7,0.17324074074074072
10168.0,9,4.25111111111111
10169.0,1,7.814783950617285
10169.0,2,2.4086805555555553
10169.0,3,12.370291666666667
10169.0,4,18.617604166666666
10169.0,5,8.964496527777778
10169.0,6,7.270022222222223
10169.0,7,8.826456916099774
10169.0,8,12.358008385744235
10169.0,9,4.600608747044918
10170.0,1,121.98333333333333
10170.0,2,25.741944444444446
10170.0,4,0.1688888888888889
10170.0,6,15.895833333333334
10170.0,7,21.861944444444443
10170.0,8,94.3469191919192
10170.0,9,0.12576388888888887
10171.0,1,127.29777777777778
10171.0,3,23.333333333333332
10171.0,5,33.09097222222222
10171.0,9,22.296944444444446
10172.0,1,16.50138888888889
10172.0,3,47.79895833333333
10172.0,7,143.8711111111111
10173.0,1,47.89472222222222
10173.0,4,0.44
10173.0,5,18.0
10173.0,7,9.09
10173.0,8,0.6055555555555555
10173.0,9,8.531666666666666
10174.0,4,275.97314814814814
10174.0,5,0.09944444444444445
10174.0,9,83.24277777777777
10175.0,7,2.0052777777777777
10176.0,3,79.58583333333333
10176.0,4,232.04111111111112
10177.0,1,290.57
10177.0,2,1017.8947222222222
10177.0,3,52.863055555555555
10177.0,5,0.555
10177.0,6,0.14722222222222223
10177.0,7,21.18027777777778
10177.0,9,4.6075
10178.0,1,108.91324074074073
10178.0,6,324.3263095238095
10178.0,7,0.21291666666666667
10178.0,8,37.27694444444444
10178.0,9,0.2927777777777778
10179.0,2,42.199629629629634
10179.0,4,1354.2410185185183
10179.0,6,0.3869444444444444
10271.0,2,0.4211111111111111
10271.0,3,9.091388888888888
10271.0,4,1996.1293055555557
10271.0,5,1494.2177777777779
10271.0,6,4.426527777777778
10271.0,7,3.305555555555556
10278.0,1,69.83231481481482
10278.0,2,4.19212962962963
10278.0,3,518.7936111111111
10278.0,4,15.664652777777778
10278.0,5,64.68787037037036
10278.0,6,80.00638888888888
10278.0,7,12.491944444444444
10278.0,8,10.667944444444444
10278.0,9,14.808333333333334
10279.0,1,23.529884259259262
10279.0,2,15.564226190476191
10279.0,3,722.75
10279.0,4,0.21375
10279.0,5,437.6571666666667
10279.0,6,0.17194444444444446
10279.0,7,7.58638888888889
10279.0,8,34.234722222222224
10279.0,9,205.4613888888889
10280.0,1,28.025666666666666
10280.0,2,84.22633333333333
10280.0,3,57.618599999999994
10280.0,4,98.65947368421052
10280.0,5,92.72290311653117
10280.0,6,66.90599415204679
10280.0,7,35.8180352303523
10280.0,8,16.89636574074074
10280.0,9,114.0565770609319
10281.0,1,10.085740740740741
10281.0,2,20.702777777777776
10281.0,3,665.1270833333333
10281.0,4,653.28125
10281.0,5,216.48393518518517
10281.0,6,350.33905555555555
10281.0,7,210.61083333333332
10281.0,8,43.484365079365084
10281.0,9,0.5485416666666667
10282.0,1,22.34258064516129
10282.0,2,92.35930555555557
10282.0,3,99.31894736842106
10282.0,4,50.8679938271605
10282.0,5,25.802389770723103
10282.0,6,61.84651111111111
10282.0,7,43.61303703703704
10282.0,8,54.01247222222222
10282.0,9,145.98709967320264
10301.0,1,48.3727417302799
10301.0,2,81.412076873385
10301.0,3,66.16888474913064
10301.0,4,89.91052922590836
10301.0,5,89.54202577888063
10301.0,6,79.67172908032366
10301.0,7,119.43370306701594
10301.0,8,161.73787061024754
10301.0,9,192.699443823712
10302.0,1,49.86763020833333
10302.0,2,66.38261030886483
10302.0,3,136.37041313131314
10302.0,4,113.1783322731128
10302.0,5,89.63211862852953
10302.0,6,113.43030829596414
10302.0,7,183.8726873385013
10302.0,8,167.32597042624522
10302.0,9,255.12205780022447
10303.0,1,42.797693776250476
10303.0,2,60.780576162215624
10303.0,3,81.19048670465337
10303.0,4,56.943085585585585
10303.0,5,90.15189221272554
10303.0,6,85.93105991943605
10303.0,7,136.07783859558316
10303.0,8,192.2678334292842
10303.0,9,173.53204202446005
10304.0,1,38.05729178914364
10304.0,2,72.95594911377931
10304.0,3,95.630291005291
10304.0,4,81.44207058823528
10304.0,5,132.80851826060044
10304.0,6,118.21224794238684
10304.0,7,125.30351369509043
10304.0,8,178.54262108883077
10304.0,9,277.87840082159624
10305.0,1,36.73285490479633
10305.0,2,65.59249273783587
10305.0,3,76.73613368447454
10305.0,4,50.60256162619573
10305.0,5,82.43699273003472
10305.0,6,94.16578087744396
10305.0,7,102.6048102310231
10305.0,8,167.72752410901467
10305.0,9,215.2916503267974
10306.0,1,45.00924878836833
10306.0,2,54.181454161103694
10306.0,3,69.87000245459008
10306.0,4,99.88424983366599
10306.0,5,94.13800906715844
10306.0,6,78.54068506006006
10306.0,7,102.41205480189493
10306.0,8,165.37531076388888
10306.0,9,293.85104217603913
10307.0,1,65.04337145969498
10307.0,2,67.93250275027503
10307.0,3,108.17057407407408
10307.0,4,130.8239078282828
10307.0,5,79.44907455382844
10307.0,6,58.10793189964158
10307.0,7,69.13791821849783
10307.0,8,131.44673548922057
10307.0,9,172.9617367601246
10308.0,1,39.11575426550146
10308.0,2,58.609872421281224
10308.0,3,102.52329438294383
10308.0,4,97.438458994709
10308.0,5,62.99248392282958
10308.0,6,75.46903976818545
10308.0,7,64.41987496920424
10308.0,8,134.33250949240607
10308.0,9,266.7464856998228
10309.0,1,57.65434700075931
10309.0,2,70.3674857881137
10309.0,3,101.36995254048018
10309.0,4,89.26994734931009
10309.0,5,99.38311481481482
10309.0,6,98.52106612508734
10309.0,7,98.00252380952381
10309.0,8,168.22744060553381
10309.0,9,255.45206332052513
10310.0,1,36.588376436781616
10310.0,2,54.12656746031746
10310.0,3,74.57216264521895
10310.0,4,73.1250405643739
10310.0,5,72.0166718490879
10310.0,6,69.24092775248694
10310.0,7,106.47505677210056
10310.0,8,142.63095348837209
10310.0,9,208.44204968184042
10312.0,1,40.60077821011673
10312.0,2,55.981958976914136
10312.0,3,97.86431853582555
10312.0,4,94.68779371231697
10312.0,5,80.6484119430344
10312.0,6,108.58021210873147
10312.0,7,112.01712691088738
10312.0,8,139.15069240446078
10312.0,9,272.2228217268842
10314.0,1,41.22163165509259
10314.0,2,59.45999824561403
10314.0,3,73.3364166402368
10314.0,4,98.44973011771461
10314.0,5,103.35276237679211
10314.0,6,85.38215564405824
10314.0,7,104.96271433850701
10314.0,8,123.09084758285834
10314.0,9,223.6767101134444
10451.0,1,41.95795065011821
10451.0,2,72.02342008121077
10451.0,3,80.03244266191324
10451.0,4,88.9895729764181
10451.0,5,90.89883454106281
10451.0,6,183.33612823711096
10451.0,7,82.76103393554688
10451.0,8,101.47489638215666
10451.0,9,109.55243838028169
10452.0,1,42.16099414197105
10452.0,2,114.50052798202616
10452.0,3,102.40917406958745
10452.0,4,61.70742258161126
10452.0,5,108.85135784464231
10452.0,6,198.66407965419882
10452.0,7,92.23488710464161
10452.0,8,91.52290308008784
10452.0,9,98.29679684596805
10453.0,1,46.03134908972161
10453.0,2,103.13766865079366
10453.0,3,115.99808367466355
10453.0,4,74.56035540449815
10453.0,5,122.95102935164746
10453.0,6,153.67024687433778
10453.0,7,55.40432611060514
10453.0,8,84.95338934033069
10453.0,9,109.21801215277779
10454.0,1,44.62942038852578
10454.0,2,86.37429097110035
10454.0,3,80.71045342604666
10454.0,4,129.93172843176114
10454.0,5,117.21344343777525
10454.0,6,173.35938388307858
10454.0,7,101.98133872707659
10454.0,8,98.1203663674305
10454.0,9,127.07316304211973
10455.0,1,43.715871580899396
10455.0,2,81.75626899696049
10455.0,3,81.6734882410928
10455.0,4,62.961376959781866
10455.0,5,85.92276227622763
10455.0,6,140.6533348614507
10455.0,7,100.79086851851852
10455.0,8,105.88598904773848
10455.0,9,121.66547072824875
10456.0,1,35.69312234007726
10456.0,2,88.41968101236296
10456.0,3,91.19599987640589
10456.0,4,82.18802513705042
10456.0,5,155.24699239552305
10456.0,6,176.05356454486557
10456.0,7,105.88104346182918
10456.0,8,115.92103128460687
10456.0,9,128.759202273156
10457.0,1,52.55793740573152
10457.0,2,75.86073628959754
10457.0,3,83.54379435523838
10457.0,4,69.83709134175362
10457.0,5,127.20218566158141
10457.0,6,136.55881410892727
10457.0,7,63.58960048195071
10457.0,8,68.30533950617284
10457.0,9,116.69906678117204
10458.0,1,44.678306914771426
10458.0,2,84.52054608999563
10458.0,3,111.58877095238095
10458.0,4,90.87939372493513
10458.0,5,138.42921179204495
10458.0,6,207.45725856372803
10458.0,7,121.25439028651292
10458.0,8,131.57690089733438
10458.0,9,104.75748802444664
10459.0,1,39.29791094969061
10459.0,2,100.59832562854827
10459.0,3,101.39797077922078
10459.0,4,104.2331331521739
10459.0,5,156.0649761454144
10459.0,6,235.99400500663532
10459.0,7,159.67857587064677
10459.0,8,144.2461501785942
10459.0,9,152.89848850439424
10460.0,1,42.50556795634921
10460.0,2,74.46659938485197
10460.0,3,101.4192844254511
10460.0,4,85.32251989737145
10460.0,5,145.85539921672668
10460.0,6,198.72732103321036
10460.0,7,84.58425573849036
10460.0,8,128.354834825528
10460.0,9,110.86264851759489
10461.0,1,40.33025473287739
10461.0,2,87.21124261811023
10461.0,3,109.43075408109532
10461.0,4,87.05586902705815
10461.0,5,134.83966201423098
10461.0,6,167.71805190592053
10461.0,7,106.4609785849331
10461.0,8,145.8422808395778
10461.0,9,216.86821823337178
10462.0,1,40.22366326439251
10462.0,2,69.315550297932
10462.0,3,71.92971771336553
10462.0,4,70.15509987966306
10462.0,5,114.2148388142959
10462.0,6,199.04963560645496
10462.0,7,88.46488467114801
10462.0,8,110.83874568469504
10462.0,9,170.92589043209875
10463.0,1,34.71616671168738
10463.0,2,63.40007614942529
10463.0,3,79.82028262887032
10463.0,4,58.15855124340619
10463.0,5,72.28776332199547
10463.0,6,88.10153324225865
10463.0,7,77.91828317336369
10463.0,8,117.65056537598204
10463.0,9,140.44439838719958
10464.0,1,31.952847985347983
10464.0,2,45.32474147414741
10464.0,3,105.4850925925926
10464.0,4,29.779336219336223
10464.0,5,90.66053343166175
10464.0,6,113.22738131313132
10464.0,7,59.41265639589169
10464.0,8,188.43511306042885
10464.0,9,239.04025039123633
10465.0,1,34.071977493306555
10465.0,2,48.151245730359655
10465.0,3,83.16139375561545
10465.0,4,61.852344602923054
10465.0,5,78.59300010561893
10465.0,6,102.78824988933157
10465.0,7,79.20344104803493
10465.0,8,149.6845151991614
10465.0,9,160.03185341064972
10466.0,1,52.913700348242465
10466.0,2,103.9667567001675
10466.0,3,85.6478434912382
10466.0,4,17.431581325301206
10466.0,5,29.529912233359035
10466.0,6,48.791715546170686
10466.0,7,31.07247761950223
10466.0,8,24.234098552341926
10466.0,9,23.097699425220398
10467.0,1,46.241359276593286
10467.0,2,106.0379605534903
10467.0,3,143.65731509370815
10467.0,4,72.92341720448863
10467.0,5,154.5723313637102
10467.0,6,234.69068673687423
10467.0,7,164.55418552865976
10467.0,8,153.89607864357865
10467.0,9,155.1349720831729
10468.0,1,46.258631121964456
10468.0,2,72.34730587524865
10468.0,3,105.94271729502297
10468.0,4,61.416782897979296
10468.0,5,105.02265808245677
10468.0,6,123.7128571346718
10468.0,7,90.64681112260438
10468.0,8,111.15828209623169
10468.0,9,106.64728933127174
10469.0,1,39.22848981077147
10469.0,2,72.47152077634492
10469.0,3,85.46558572850566
10469.0,4,98.60030482881137
10469.0,5,141.56841629629628
10469.0,6,139.29888111888113
10469.0,7,153.52488888888888
10469.0,8,130.47536968722412
10469.0,9,189.63732909345222
10470.0,1,59.670736758263644
10470.0,2,108.20996139872842
